"future","playerID","firstName","lastName","name","team","logo","playerURL","betrivers_odds","betrivers_line","betrivers_mult","betrivers_winPct","betrivers_win","betrivers_odds_under","betrivers_mult_under","betrivers_win_under","caesars_odds","caesars_line","caesars_mult","caesars_winPct","caesars_win","caesars_odds_under","caesars_mult_under","caesars_win_under","draftkings_odds","draftkings_line","draftkings_mult","draftkings_winPct","draftkings_win","draftkings_odds_under","draftkings_mult_under","draftkings_win_under","espnbet_odds","espnbet_line","espnbet_mult","espnbet_winPct","espnbet_win","espnbet_odds_under","espnbet_mult_under","espnbet_win_under","fanduel_odds","fanduel_line","fanduel_mult","fanduel_winPct","fanduel_win","fanduel_odds_under","fanduel_mult_under","fanduel_win_under","hardrock_odds","hardrock_line","hardrock_mult","hardrock_winPct","hardrock_win","hardrock_odds_under","hardrock_mult_under","hardrock_win_under","mgm_odds","mgm_line","mgm_mult","mgm_winPct","mgm_win","mgm_odds_under","mgm_mult_under","mgm_win_under","best_oddsBook","best_odds","best_line","best_mult","best_winPct","best_win","date"
"Defensive Player","4808","Luguentz","Dort","Luguentz Dort","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7","/betting/nba/player/luguentz-dort-odds-4808","6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"6000","0.0",60,"1.1","1,200.00",NA,NA,NA,"6000","0.0",60,"1.3","1,200.00",NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,"7500","0.0",75,"1.1","1,500.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"5000","0.0",50,"1.5","1,000.00",NA,NA,NA,"fanduel","7500","0.0",75,NA,"1,500.00",2025-10-27
"Defensive Player","5379","Jalen","Suggs","Jalen Suggs","ORL","https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7","/betting/nba/player/jalen-suggs-odds-5379","8000","0.0",80,"0.9","1,600.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"7500","0.0",75,"1.1","1,500.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"6600","0.0",66,"1.2","1,320.00",NA,NA,NA,"betrivers","8000","0.0",80,NA,"1,600.00",2025-10-27
"Defensive Player","4153","Bam","Adebayo","Bam Adebayo","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7","/betting/nba/player/bam-adebayo-odds-4153","8000","0.0",80,"0.9","1,600.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"7500","0.0",75,"1.0","1,500.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"4000","0.0",40,"1.7","800.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"fanduel","10000","0.0",100,NA,"2,000.00",2025-10-27
"Defensive Player","5644","Walker","Kessler","Walker Kessler","UTA","https://content.rotowire.com/images/teamlogo/basketball/100UTA.png?v=7","/betting/nba/player/walker-kessler-odds-5644","8000","0.0",80,"0.9","1,600.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"8000","0.0",80,"1.0","1,600.00",NA,NA,NA,"5000","0.0",50,"1.5","1,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"fanduel","10000","0.0",100,NA,"2,000.00",2025-10-27
"Defensive Player","3440","Rudy","Gobert","Rudy Gobert","MIN","https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7","/betting/nba/player/rudy-gobert-odds-3440","10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"12500","0.0",125,"0.6","2,500.00",NA,NA,NA,"mgm","12500","0.0",125,NA,"2,500.00",2025-10-27
"Defensive Player","3456","Giannis","Antetokounmpo","Giannis Antetokounmpo","MIL","https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=7","/betting/nba/player/giannis-antetokounmpo-odds-3456","8000","0.0",80,"0.9","1,600.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"8000","0.0",80,"1.0","1,600.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"5000","0.0",50,"1.4","1,000.00",NA,NA,NA,"8000","0.0",80,"1.0","1,600.00",NA,NA,NA,"fanduel","15000","0.0",150,NA,"3,000.00",2025-10-27
"Defensive Player","4121","OG","Anunoby","OG Anunoby","NYK","https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7","/betting/nba/player/og-anunoby-odds-4121","15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"6000","0.0",60,"1.2","1,200.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"12500","0.0",125,"0.6","2,500.00",NA,NA,NA,"fanduel","15000","0.0",150,NA,"3,000.00",2025-10-27
"Defensive Player","6254","Donovan","Clingan","Donovan Clingan","POR","https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7","/betting/nba/player/donovan-clingan-odds-6254","10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"8000","0.0",80,"1.0","1,600.00",NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-10-27
"Defensive Player","5703","Jalen","Duren","Jalen Duren","DET","https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7","/betting/nba/player/jalen-duren-odds-5703",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","15000","0.0",150,NA,"3,000.00",2025-10-27
"Defensive Player","5987","Toumani","Camara","Toumani Camara","POR","https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7","/betting/nba/player/toumani-camara-odds-5987","10000","0.0",100,"0.8","2,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"12500","0.0",125,"0.6","2,500.00",NA,NA,NA,"fanduel","20000","0.0",200,NA,"4,000.00",2025-10-27
"Defensive Player","5945","Bilal","Coulibaly","Bilal Coulibaly","WAS","https://content.rotowire.com/images/teamlogo/basketball/100WAS.png?v=7","/betting/nba/player/bilal-coulibaly-odds-5945",NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"caesars","20000","0.0",200,NA,"4,000.00",2025-10-27
"Defensive Player","5414","Herbert","Jones","Herbert Jones","NOP","https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7","/betting/nba/player/herbert-jones-odds-5414","15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"fanduel","20000","0.0",200,NA,"4,000.00",2025-10-27
"Defensive Player","5221","Jaden","McDaniels","Jaden McDaniels","MIN","https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7","/betting/nba/player/jaden-mcdaniels-odds-5221","15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"fanduel","20000","0.0",200,NA,"4,000.00",2025-10-27
"Defensive Player","4122","Jarrett","Allen","Jarrett Allen","CLE","https://content.rotowire.com/images/teamlogo/basketball/100CLE.png?v=7","/betting/nba/player/jarrett-allen-odds-4122",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","4372","Deandre","Ayton","Deandre Ayton","LAL","https://content.rotowire.com/images/teamlogo/basketball/100LAL.png?v=7","/betting/nba/player/deandre-ayton-odds-4372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","4827","Nic","Claxton","Nic Claxton","BKN","https://content.rotowire.com/images/teamlogo/basketball/100BKN.png?v=7","/betting/nba/player/nic-claxton-odds-4827",NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","3854","Kris","Dunn","Kris Dunn","LAC","https://content.rotowire.com/images/teamlogo/basketball/100LAC.png?v=7","/betting/nba/player/kris-dunn-odds-3854",NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hardrock","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","5659","Keon","Ellis","Keon Ellis","SAC","https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7","/betting/nba/player/keon-ellis-odds-5659",NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","4103","Jonathan","Isaac","Jonathan Isaac","ORL","https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7","/betting/nba/player/jonathan-isaac-odds-4103",NA,NA,NA,NA,NA,NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","4458","Jarred","Vanderbilt","Jarred Vanderbilt","LAL","https://content.rotowire.com/images/teamlogo/basketball/100LAL.png?v=7","/betting/nba/player/jarred-vanderbilt-odds-4458",NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","6275","Kel'el","Ware","Kel'el Ware","MIA","https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7","/betting/nba/player/kelel-ware-odds-6275",NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"espnbet","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","5687","Jalen","Williams","Jalen Williams","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7","/betting/nba/player/jalen-williams-odds-5687","20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"12500","0.0",125,"0.6","2,500.00",NA,NA,NA,"draftkings","25000","0.0",250,NA,"5,000.00",2025-10-27
"Defensive Player","5390","Scottie","Barnes","Scottie Barnes","TOR","https://content.rotowire.com/images/teamlogo/basketball/100TOR.png?v=7","/betting/nba/player/scottie-barnes-odds-5390","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"10000","0.0",100,"0.7","2,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"fanduel","30000","0.0",300,NA,"6,000.00",2025-10-27
"Defensive Player","6263","Zach","Edey","Zach Edey","MEM","https://content.rotowire.com/images/teamlogo/basketball/100MEM.png?v=7","/betting/nba/player/zach-edey-odds-6263",NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25000","0.0",250,"0.3","5,000.00",NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,"mgm","30000","0.0",300,NA,"6,000.00",2025-10-27
"Defensive Player","3572","Joel","Embiid","Joel Embiid","PHI","https://content.rotowire.com/images/teamlogo/basketball/100PHI.png?v=7","/betting/nba/player/joel-embiid-odds-3572",NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.3","4,000.00",NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"draftkings","30000","0.0",300,NA,"6,000.00",2025-10-27
"Defensive Player","4387","Shai","Gilgeous-Alexander","Shai Gilgeous-Alexander","OKC","https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7","/betting/nba/player/shai-gilgeous-alexander-odds-4387","15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"7500","0.0",75,"0.9","1,500.00",NA,NA,NA,"7000","0.0",70,"1.1","1,400.00",NA,NA,NA,"15000","0.0",150,"0.5","3,000.00",NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,"20000","0.0",200,"0.4","4,000.00",NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,"fanduel","30000","0.0",300,NA,"6,000.00",2025-10-27
"Defensive Player","4426","Mitchell","Robinson","Mitchell Robinson","NYK","https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7","/betting/nba/player/mitchell-robinson-odds-4426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30000","0.0",300,"0.3","6,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fanduel","30000","0.0",300,NA,"6,000.00",2025-10-27
"Defensive Player","5700","Paolo","Banchero","Paolo Banchero","ORL","https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7","/betting/nba/player/paolo-banchero-odds-5700","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"fanduel","50000","0.0",500,NA,"10,000.00",2025-10-27
"Defensive Player","4386","Mikal","Bridges","Mikal Bridges","NYK","https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7","/betting/nba/player/mikal-bridges-odds-4386","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"fanduel","50000","0.0",500,NA,"10,000.00",2025-10-27
"Defensive Player","4125","Dillon","Brooks","Dillon Brooks","PHX","https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=7","/betting/nba/player/dillon-brooks-odds-4125","25000","0.0",250,"0.3","5,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50000","0.0",500,"0.2","10,000.00",NA,NA,NA,"fanduel","50000","0.0",500,NA,"10,000.00",2025-10-27
